region,fam_type,earncomp,bls_urbn,cutenure,age_ref,sex_ref,marital1,educ_ref,inclass,kids,inc,food,house,transport,utili,health,enter
3,3,1,2,2,33,2,1,13,5,1,28080.6,8060,46776,4032,8256,6187.2,3580
4,3,2,1,4,34,2,1,12,9,1,69120,11240,19988,4372,5608,6240,2056
1,3,2,1,4,34,2,1,13,9,1,69310,8540,17600,7460,4568,19152,15968
1,3,2,1,4,41,1,1,12,6,1,40431,20800,18276,5800,4220,1408,2020
2,3,2,1,1,37,2,1,15,8,1,54174,8320,15624,8140,5704,63136,600
2,3,1,1,1,34,1,1,13,9,1,72623,2993.3332,4504,1840,1360,10458.6672,348
4,3,2,1,4,40,2,1,11,8,1,65565,1733.3332,9344,1936,1324,2192,1240
2,3,2,1,1,38,1,1,15,9,1,102909.4,11672,13780,64208,1880,15104,6024
4,3,1,1,1,35,1,1,16,8,1,54109.8,4324,12112,3528,2600,13920,392
2,9,1,1,1,49,2,5,12,7,1,51427,4080,10526.6668,2070.6668,6728,6880,828
3,9,1,1,4,48,2,4,14,6,1,44908,7400,13694.6668,2580,3484,11680,9640
4,3,2,1,4,30,1,1,12,6,1,42304.2,3900,22260,4100,2880,2880,312
3,3,1,1,1,38,1,1,13,8,1,67038,10204,31792,7628,6532,2720,5788
4,3,1,1,1,39,1,1,16,9,1,105697,13898.6668,21097.3332,2688,3704,4320,5360
3,3,1,1,4,42,1,1,13,8,1,55859,15600,6496,3680,5616,19680,1984
1,3,2,1,4,41,2,1,14,8,1,66296,10320,30540,4344,3720,15616,2088
2,3,1,2,1,32,1,1,10,9,1,73171.8,5200,15464,360,60,2400,160
4,3,2,1,1,36,2,1,16,9,1,175678,12357.3332,26860,5796,4400,29200,1604
2,3,1,2,1,39,1,1,10,6,1,43455,2426.6668,5650.6668,586.6668,396,7120,48
2,4,1,2,1,42,1,1,10,6,1,39812.4,3405.3332,11012,3436,160,640,40
4,4,1,1,4,43,1,1,16,6,0,35066.4,6877.3332,12660,14600,2280,12800,864
1,5,2,1,1,44,1,1,12,9,0,91755.4,5200,11284,5920,3940,3356.8,256
3,5,1,1,2,55,1,1,15,9,0,74115,3120,3458.6668,1068,2184,1998.4,284
1,4,2,1,1,52,2,1,15,9,0,65778,15860,10708,7484,3660,20800,3060
3,5,2,1,2,60,1,1,15,9,0,194875.4,3206.6668,3273.3332,3309.3332,228,26428.8,396
3,4,2,1,2,58,1,1,15,9,0,117465,9360,8972,20708,3716,31264,300
3,4,2,1,1,44,1,1,15,9,0,70813.4,1126.6668,8577.3332,1677.3332,1280,800,1980
1,4,1,1,2,49,2,1,12,5,0,33825,7280,9280,2277.3332,3280,1440,756
3,4,2,1,1,46,1,1,12,9,0,73624,3813.3332,15118.6668,2360,4340,13440,5396
4,1,1,1,1,56,2,1,16,9,0,86279.6,4480,19536,10756,1648,78795.2,4928
3,1,2,1,4,35,2,1,16,7,0,43761,2080,4756,1680,1200,5600,1072
1,1,2,1,1,54,1,1,15,9,0,114441.8,4766.6668,9524,1020,1800,6453.3328,400
3,1,2,1,4,31,1,1,16,8,0,45036,2253.3332,4260,80688,1120,13440,144
3,1,2,1,1,52,1,1,15,9,0,98606.6,17420,36728,20220,10000,48000,2556
2,1,2,1,1,63,1,1,13,9,0,99359.4,9100,32220,20456,5484,16432,12956
4,1,2,1,1,49,1,1,14,9,0,129525,5408,14397.3332,3360,3664,24000,4344
2,1,1,1,2,61,2,1,15,6,0,32734,329.3332,3529.3332,416,2132,2638.4,404
1,1,2,1,1,59,1,1,15,9,0,142574,8173.3332,18365.3332,8938.6668,2508,6805.3328,1408
4,1,1,1,1,54,1,1,12,8,0,59599,6980,16444,8292,4448,6400,2840
2,1,2,1,1,38,2,1,13,8,0,45042,4496,22676,3944,3868,10272,2344
3,1,2,1,2,33,1,1,12,9,0,83150.8,2600,2033.3332,1040,1420,2720,1140
4,1,2,1,2,59,1,1,12,9,0,78068,3466.6668,15121.3332,8076,3656,3760,480
2,1,2,2,2,53,1,1,13,8,0,62909,5200,6004,3632,3952,15200,2480
2,1,2,1,2,62,1,1,12,9,0,74635,3900,16192,2988,3456,59376,1224
4,1,2,1,1,60,2,1,10,6,0,32427.4,4940,9244,4116,3972,6464,540
1,1,2,1,2,37,2,1,13,9,0,111622.6,7760,19448,13840,8600,27200,3420
2,1,2,1,1,34,2,1,14,9,0,81092.2,5514.6668,13456,105020,2112,2634.6672,1208
4,1,2,1,1,28,1,1,15,9,0,73587,1993.3332,5894.6668,2276,1980,5861.3328,952
2,1,2,1,4,27,2,1,15,9,0,72684,1386.6668,5148,588,1000,2560,464
1,1,2,1,1,56,2,1,13,8,0,59063,4160,19512,2256,4816,2400,2228
2,1,2,1,2,64,2,1,12,8,0,57221,6860,12608,3164,5592,63451.2,1624
1,1,2,1,2,64,1,1,16,9,0,83535,6460,20804,3740,4772,22400,2000
3,1,2,1,1,35,1,1,15,9,0,113663,8796,15832,3960,3436,1680,2480
1,1,2,1,1,45,1,1,12,7,0,44290,4420,5321.3332,3640,3232,10576,1836
3,1,2,1,1,60,1,1,13,9,0,121800.2,5400,7864,9008,3920,41728,1032
4,1,2,1,1,33,2,1,16,9,0,146119,1906.6668,7604,906.6668,1524,10592,768
2,1,2,1,1,58,1,1,12,8,0,46564.4,2080,2558.6668,4292,1300,384,408
2,1,2,1,4,29,1,1,15,9,0,65167.2,4420,12564,4616,6408,17920,4944
1,9,1,1,2,59,2,5,15,8,0,48949.2,9100,10636,7888,7256,20635.2,2564
1,1,2,1,1,56,1,1,16,9,0,67638.4,5893.3332,13609.3332,2602.6668,3836,1760,2280
4,9,1,1,2,44,1,5,13,6,0,28900.2,6500,7930,4600,5880,25280,1268
3,9,1,1,2,62,1,5,15,9,0,64256,953.3332,9034.6668,200,1136,3790.4,864
3,1,2,1,1,51,2,1,15,9,0,69529,3293.3332,12493.3332,2986.6668,2176,7680,2084
3,9,1,1,2,53,2,3,16,8,0,54306.2,5940,8080,19960,2600,11275.2,2040
1,1,2,1,1,29,2,1,15,9,0,62654,7472,14316,59396,4868,6048,3764
3,1,2,1,1,39,1,1,15,9,0,101360,10920,39640,9556,4344,31200,1248
4,1,2,1,1,54,1,1,15,9,0,142005.4,3966.6668,7513.3332,3472,2708,7552,6272
3,1,2,1,2,58,1,1,12,8,0,58078,2340,2790.6668,63305.3332,2412,5546.6672,632
4,1,2,1,4,31,2,1,13,9,0,71738,10333.3332,21148,17476,1952,4768,2344
3,1,2,1,2,53,1,1,12,9,0,66619.6,6348,7056,5120,5280,23952,1176
3,1,1,2,2,57,1,1,12,5,0,24796.4,10400,5758,2720,4380,12000,1140
1,1,2,1,1,44,2,1,16,9,0,132173,12037.3332,10541.6668,3680,632,7338.6672,1640
3,1,2,1,1,60,2,1,15,9,0,78350,5564,25548,5528,3324,13856,1520
3,1,2,1,4,49,2,1,12,8,0,52023.4,5720,13800,4072,3880,26832,788
1,1,2,1,1,49,1,1,12,9,0,114448.8,5200,16544,46073.3332,2512,12256,3912
3,1,2,1,1,51,2,1,13,9,0,59964.4,2426.6668,2608.6668,1560,1080,12240,1228
3,1,2,1,2,52,1,1,12,8,0,59895,5460,6920,5120,4840,7680,2660
3,1,2,1,4,31,1,1,15,9,0,64161,6933.3332,3960,868,440,4016,252
4,1,2,1,4,39,2,1,13,9,0,62694,12740,19452,6596,2580,21600,2504
4,1,2,1,1,50,2,1,13,9,0,102885,10920,13648,4256,3672,20640,2736
2,1,2,1,1,50,1,1,16,9,0,115081.2,6852,14433.3332,5168,2916,3941.3328,3088
1,1,1,1,2,59,2,1,14,5,0,27193.8,3120,5042.6668,1596,2722.6668,5884.8,360
3,1,2,1,1,56,1,1,16,9,0,151654,1434.6668,6157.3332,353.3332,980,2240,2060
2,1,2,1,2,54,2,1,12,7,0,43446,10140,4480,984,2508,2736,2160
2,1,2,1,1,36,1,1,15,9,0,121615,7441.3332,44361.3332,10165.3332,992,10933.3328,25760
4,1,2,1,1,44,1,1,16,9,0,78702,4680,12546.6668,1032,4632,5440,660
4,1,2,1,1,48,1,1,16,9,0,124264,6586.6668,26782.6668,4580,2608,4853.3328,1896
2,1,2,1,1,30,1,1,15,9,0,107004.4,7800,11857.3332,1200,2600,11200,712
3,1,2,1,2,57,2,1,16,9,0,183416.6,11125.3332,36572,33436,3560,4144,8580
4,1,2,1,2,55,2,1,12,7,0,40158,5040,5088,3400,3608,5280,1640
3,1,1,1,2,63,1,1,12,8,0,58247.6,2513.3332,3693.3332,2821.3332,1880,8825.0672,140
1,1,2,1,4,31,1,1,15,4,0,18718,5130.6668,27380,1226.6668,1228,800,216
2,1,2,1,1,52,1,1,13,9,0,96900,7733.3332,19758.6668,10024,4228,6448,5276
4,1,2,1,4,30,1,1,16,9,0,94254,10700,24424,11512,1600,4640,3196
3,1,2,1,1,44,1,1,14,9,0,112893,3033.3332,8576,1688,1560,3706.6672,1976
3,1,1,1,1,47,2,1,15,9,0,69113.2,4420,6524,1170.6668,1960,3200,200
1,1,2,1,4,51,1,1,14,8,0,60531,5026.6668,4606.6668,3664,740,4506.6672,580
3,1,2,1,1,58,2,1,12,8,0,50811,6760,6958,2924,2740,23275.2,1036
3,1,2,1,1,59,1,1,12,8,0,56153.6,6240,4916,2200,2612,9738.6672,800
2,1,2,1,1,30,1,1,15,9,0,80400,3900,11628,2660,3128,13280,1240
1,1,2,1,1,63,2,1,15,8,0,52076.4,1877.3332,3981.3332,524,700,1678.4,120
3,1,2,1,1,45,1,1,16,9,0,153073.4,5720,20340,2460,3864,12480,3184
3,1,1,2,2,57,1,1,16,8,0,47151,9100,29918,3784,3916,42411.2,1636
1,1,2,1,2,62,2,1,12,9,0,69822,20800,22500,3920,7200,34080,2240
1,1,2,1,4,51,1,1,12,9,0,70330,8320,12356,9021.3332,2560,18805.3328,1080
3,1,2,1,4,40,2,1,12,5,0,22658,2080,2004,10126.6668,700,11525.3328,260
1,1,2,1,1,30,2,1,15,9,0,106115,1993.3332,10701.3332,3748,1076,1920,540
3,1,2,1,2,64,1,1,14,8,0,51031,4073.3332,2701.3332,480,1888,4800,424
3,1,2,1,2,54,1,1,12,9,0,83541,5893.3332,7294.6668,3444,4308,3552,2740
2,1,2,1,1,33,1,1,15,9,0,98722,4194.6668,6296,712,1024,2896,464
1,1,1,1,1,64,1,1,12,7,0,38660,8400,18368,8272,4380,27600,600
2,1,2,1,1,36,1,1,15,9,0,61890,8060,14064,2152,2648,20688,4320
1,1,2,1,4,60,2,1,12,8,0,50940.8,6240,19024,3456,2272,26064,1472
1,1,2,1,2,54,2,1,16,9,0,141923.6,2837.3332,7949.6668,7924,2480,6400,160
2,1,2,1,1,38,2,1,16,9,0,62900.2,6584,24556,7372,4364,19088,2828
4,9,1,1,4,35,2,5,13,6,0,35028.4,12018.6668,11600,7526.6668,1200,3452.8,4936
2,9,1,1,1,64,2,2,12,8,0,49988,6933.3332,7200,3600,2396,8284.8,1080
4,1,2,1,4,49,1,1,15,9,0,170016,3393.3332,18696,9165.3332,1080,4400,1164
3,1,2,1,1,60,1,1,15,9,0,139575.6,5946.6668,11348,17424,3920,34176,4392
1,1,2,1,1,45,1,1,15,9,0,87802,9440,27768,6064,5980,9360,4660
1,1,2,1,1,34,1,1,16,9,0,127340.6,3726.6668,12745.3332,1108,1180,8666.6672,5160
4,9,1,1,1,64,2,1,15,7,0,39682.6,2166.6668,1372,1100,1012,4000,868
3,1,2,1,4,57,1,1,12,9,0,75717,7002.6668,9960,5386.6668,2268,17312,2180
2,1,1,1,1,59,1,1,13,9,0,68793,5546.6668,14064,2500,2700,17333.3328,1176
3,1,2,2,1,48,2,1,12,9,0,79596,1733.3332,9252,3852,4236,9248,760
4,1,2,1,4,35,1,1,12,7,0,41562.4,1733.3332,4161.3332,1700,228,1109.3328,268
4,9,1,1,4,49,2,3,13,5,0,25635.4,3553.3332,8784,2500,900,8000,320
3,1,2,1,1,57,2,1,13,9,0,97311.4,4160,26529.3332,1840,2484,8666.6672,808
2,1,2,1,1,46,1,1,16,9,0,94544,2993.3332,4770.6668,95193.3332,1244,4506.6672,1464
4,1,2,2,1,60,1,1,14,9,0,91467,2773.3332,8504,2257.3332,3776,2768,3932
3,1,2,1,1,53,1,1,13,9,0,114224.4,3478.6668,8146.6668,480,1412,3680,80
3,1,2,1,1,44,1,1,12,9,0,75913,18200,10112,105572,3796,28800,240
4,9,1,1,2,50,1,3,13,2,0,10052.8,3293.3332,2660,1517.3332,1220,3456,300
1,1,2,1,1,57,1,1,14,9,0,72676,1993.3332,7920,880,716,8213.3328,320
3,1,2,1,1,41,1,1,12,8,0,48552,2166.6668,2701.3332,444,1868,5664,728
2,1,2,1,2,59,1,1,15,9,0,98482,4853.3332,2969.3332,2354.6668,1692,13610.6672,1020
3,1,2,1,1,58,2,1,15,9,0,115292,5720,23148,5272,4660,21360,5120
2,1,2,1,1,31,2,1,15,9,0,80111.4,6180,23036,4392,3200,13440,1896
2,1,2,2,1,48,2,1,14,8,0,53444,4856,9656,5704,4648,47280,2684
3,1,2,1,1,56,2,1,15,9,0,99463,9100,23156,3908,5808,20448,11092
4,1,2,1,1,63,2,1,15,9,0,145032,2946.6668,3150.6668,400,2296,640,196
3,1,1,2,1,62,1,1,11,6,0,33005,2600,7994,780,3684,6331.2,1032
3,1,2,2,2,32,1,1,13,9,0,139402.4,5546.6668,16975.3332,3944,2240,9600,1048
3,1,2,1,1,41,2,1,13,9,0,98686,19500,21204,5372,8740,24000,3480
2,1,2,1,1,60,1,1,14,9,0,115633,7100,14652,4280,3940,7520,1716
4,1,2,1,4,43,2,1,15,9,0,117686,12608,26308,13604,2668,22560,4392
3,1,2,1,1,56,2,1,15,9,0,104994.2,9660,11472,5420,2724,8800,5640
3,1,1,1,4,56,2,1,14,8,0,54796,1820,27096,5300,4992,41792,420
2,1,2,1,1,51,2,1,13,8,0,53901,6760,10228,4552,3628,10720,1272
1,1,2,1,4,42,1,1,16,8,0,52912,3726.6668,9856,3157.3332,1928,3466.6672,820
3,1,1,1,1,57,1,1,16,9,0,118553,5200,18200,1300,3320,20395.2,1660
3,1,1,1,1,50,1,1,13,9,0,62091,3813.3332,12825.3332,3730.6668,6000,8320,288
4,1,1,1,4,62,2,1,12,5,0,26060.2,2080,5488,8408,688,7516.8,832
1,1,2,1,1,55,2,1,12,8,0,50102,7540,21420,9820,4520,18880,1948
3,1,2,1,2,58,1,1,14,7,0,44053,3546.6668,3826.6668,1664,2960,27200,1600
3,1,2,1,1,53,2,1,15,9,0,81237,9360,11244,2632,5096,20400,2456
2,1,2,2,1,49,2,1,12,8,0,62330.8,4680,15084,2736,5352,15440,2644
2,1,2,1,1,38,2,1,13,9,0,86088,2773.3332,2961.3332,46550.6668,1426.6668,1456,388
4,1,2,1,1,53,2,1,16,9,0,174040,1273.3332,13896.6668,3060,1716,1562.6672,856
2,1,1,1,1,57,1,1,12,7,0,44696.8,7280,19928,1008,2924,26556.8,776
2,1,1,1,2,58,2,1,16,9,0,116199,3726.6668,3493.3332,2440,1376,9278.4,560
1,1,2,1,2,64,2,1,16,9,0,84748.2,9628,10332,5256,3364,2768,1524
3,1,2,1,2,57,2,1,13,9,0,141084.4,6760,33396,8360,5584,21120,5792
3,1,2,1,1,64,2,1,16,9,0,115896,2744,26073.6668,2746.6668,2260,9758.4,640
3,1,2,2,2,56,1,1,12,8,0,60207,4610.6668,2977.3332,2472,1701.3332,16640,1732
2,9,1,1,2,30,1,5,16,9,0,111200,10040,38220,222624,4260,16720,4272
3,9,1,1,1,50,1,3,15,9,0,94252,10920,10460,2552,5796,1440,1300
1,1,2,2,1,56,1,1,12,8,0,59175,3420,8336,9644,3680,15744,720
2,1,2,2,2,55,1,1,12,7,0,40420.4,1473.3332,4286.6668,246.6668,1320,10400,280
3,1,1,1,2,59,2,1,13,7,0,43210,3466.6668,2336,3000,936,13490.1328,2128
3,1,2,1,1,52,2,1,16,9,0,139818,5720,7777.3332,11008,3336,9952,1672
1,9,1,1,1,37,1,5,15,9,0,72948,4333.3332,5372,40,944,522.6672,160
1,1,2,1,2,57,2,1,12,9,0,76731.6,5320,6964,3496,4392,24064,1828
1,1,2,1,1,39,1,1,13,8,0,46210,2253.3332,58524,1536,4980,4800,11512
2,1,1,1,1,60,1,1,12,9,0,66963,5200,16708,7900,4560,20640,1920
3,9,1,1,4,59,2,3,15,8,0,48277,5228,5720,1616,1792,27691.2,1640
1,1,2,1,1,50,1,1,12,9,0,67587,2080,20324,9244,4240,12480,2100
2,1,2,1,2,55,2,1,13,9,0,79865,1733.3332,3396,3340,2532,3120,420
4,1,2,1,2,53,2,1,15,9,0,123718.6,15080,6852,2536,4872,8400,680
3,1,1,2,2,59,1,1,15,9,0,64247.6,5096,5582,3452,4132,20016,1680
3,1,2,1,2,52,2,1,14,9,0,94214.6,11080,9377.3332,3304,2896,52682.6672,1736
2,1,2,1,1,51,2,1,14,9,0,162452,5720,20140,13356,4764,13440,2484
2,1,1,1,1,54,1,1,11,8,0,57939,6760,9512,4080,5120,23275.2,2496
1,1,2,1,2,64,1,1,15,9,0,98512,11672,14372,2092,5320,71392,2040
1,1,2,1,1,64,2,1,12,8,0,59080,7540,13540,5556,2092,3200,840
3,1,2,1,1,28,1,1,16,9,0,79870,1560,14204,3768,4200,10560,2640
2,1,2,1,1,46,2,1,15,9,0,167602.6,3900,9773.3332,1300,988,7952,4108
3,1,2,2,2,59,2,1,12,6,0,36119.8,2426.6668,1336.6668,2528,1040,17982.4,160
3,1,2,1,1,58,1,1,12,8,0,44523,3986.6668,14564,3680,3972,10261.3328,872
3,1,1,1,1,36,1,1,15,7,0,45518,11960,14448,3900,2700,20800,2900
1,1,1,1,2,62,1,1,15,7,0,37593,2946.6668,3436,3352,1132,13653.3328,2140
3,9,1,1,1,58,1,5,16,8,0,57431,2253.3332,4817.3332,1964,1936,68494.4,688
4,1,2,1,1,62,1,1,15,9,0,135468.6,13000,33524,9600,5000,880,22400
4,1,2,1,4,31,2,1,16,9,0,98240,12360,34816,6756,4244,3360,4484
1,1,2,1,1,29,1,1,15,9,0,97037,9828,27072,108584,10920,6880,7188
4,1,2,1,1,48,1,1,15,9,0,108580.8,6916,65532,9500,4024,48720,1440
4,1,1,1,1,60,2,1,13,9,0,81606,3466.6668,19797.3332,2820,3812,22172.8,6740
4,1,2,1,1,45,1,1,15,9,0,142002,8564,72544,16324,5464,23344,4280
3,1,2,1,2,48,2,1,12,9,0,61289,3380,633.3332,5552,600,75818.6672,1600
2,1,2,2,1,56,1,1,12,9,0,92724,2080,8730.6668,1092,2428,16362.6672,3160
4,1,1,1,1,56,1,1,15,9,0,186331.8,10400,33676,3184,6780,10336,2952
3,1,2,1,1,56,1,1,13,9,0,110172,1993.3332,12394.6668,1788,2192,6400,1176
2,1,2,1,1,58,1,1,13,8,0,57357,1040,11900,3460,4664,10176,528
3,1,2,1,1,32,2,1,15,9,0,71890,3293.3332,10892,760,2616,9600,1048
4,1,2,1,1,57,1,1,15,9,0,117655.8,4981.3332,24720,5440,5896,9600,1792
3,1,2,1,1,55,2,1,14,9,0,156682,6680,29872,10084,1984,30133.3328,1908
4,1,1,2,1,64,2,1,15,6,0,38402,2966.6668,12253.3332,4700,1560,5678.4,1008
3,1,2,1,2,58,1,1,16,9,0,110108.4,5694.6668,9173.3332,6428,3268,14016,4988
3,1,2,1,4,50,1,1,13,8,0,60753,3120,9500,1528,2300,7840,1168
4,9,1,1,2,62,2,2,16,5,0,31320,20120,18220,7412,4288,54912,7148
4,1,2,1,2,54,2,1,15,9,0,110129,9533.3332,22556,4922.6668,5856,15296,4228
2,1,2,1,1,51,2,1,15,9,0,125609,9040,9616,10636,2288,26480,588
2,1,2,1,4,55,2,1,12,8,0,47035.6,2600,4256,736,1444,6933.3328,224
4,1,2,1,4,42,2,1,13,8,0,54777,6292,16892,9588,3576,77200,3308
3,1,2,1,4,29,2,1,15,9,0,120712,7720,18356,6952,2428,2768,2636
2,1,2,1,4,29,1,1,15,9,0,93574.6,2773.3332,8548,812,880,4693.3328,2132
4,1,2,1,1,57,1,1,13,9,0,108058,3120,18205.3332,2240,1824,9600,3120
2,1,2,2,2,56,2,1,11,7,0,42593.6,5320,6580,2400,2580,38475.2,2556
3,9,1,1,4,49,2,3,13,8,0,52461.8,2340,12496,4024,5392,3856,1188
4,1,1,1,1,42,1,1,14,9,0,105597,2820,12945.6668,300,1744,27360,1880
3,1,2,1,1,51,1,1,15,9,0,121701,2080,18864,4636,5220,14256,1560
1,1,2,1,4,34,2,1,15,7,0,42041,4333.3332,11468,3960,1484,8762.6672,8072
3,1,2,1,2,52,2,1,15,7,0,42523.2,8138.6668,7925.3332,4808,2932,7408,3048
3,1,2,1,4,32,2,1,16,9,0,149656.4,7973.3332,17636,7624,2336,1226.6672,1948
3,9,1,1,4,49,2,3,12,7,0,42786,866.6668,4236,324,1704,2158.4,160
3,1,2,1,4,34,1,1,16,7,0,45150,6856,17220,5216,1440,1040,2392
3,1,2,1,1,34,1,1,13,9,0,86994,2773.3332,10790.6668,7465.3332,3440,33600,160
3,1,2,1,1,51,2,1,16,9,0,100372.4,3248,4867.3332,5708,3012,7776,996
3,1,2,1,2,62,2,1,13,8,0,46700.8,5941.3332,3776,1168,1776,10496,992
2,1,2,1,1,62,1,1,12,9,0,98329,1473.3332,4058.6668,1933.3332,1180,1678.4,360
3,1,2,1,1,35,1,1,13,9,0,89050,3986.6668,6936,2288,1596,9600,556
1,1,2,1,4,48,1,1,11,8,0,45324,2864,8400,400,200,14400,200
3,1,2,2,1,62,1,1,15,9,0,170356.2,7280,8212,5728,3180,3200,1136
2,1,2,1,1,63,1,1,16,9,0,111010.6,4680,15384,3168,5836,256,788
3,1,2,1,2,62,1,1,12,7,0,45009.2,4160,21476,900,4788,67200,840
2,1,2,2,4,53,2,1,11,8,0,53496,5720,12372,11064,3608,9552,2400
2,1,2,1,2,54,2,1,14,9,0,66318,4681.3332,4962.6668,2040,2372,11072,724
3,1,2,1,1,62,2,1,13,9,0,60121,8860,20352,13768,5028,37755.2,4736
3,1,2,1,1,62,1,1,13,9,0,75569,2773.3332,11508,2340,2204,58608,4124
2,9,1,1,1,62,2,5,13,5,0,29742.6,1040,2394.6668,320,1432,1918.4,136
4,1,2,2,1,51,1,1,12,8,0,52263,1386.6668,6272,133548,1560,3856,304
3,1,1,1,2,57,1,1,16,7,0,37795,8580,10432,2160,4284,16800,2572
1,1,2,1,1,55,2,1,15,9,0,134069,10520,36384,8540,8040,22560,1500
4,1,2,1,4,43,2,1,15,9,0,88854.6,13512,30336,7144,2520,11936,5368
2,1,2,1,4,31,2,1,14,9,0,71778.4,2253.3332,9080,1820,1480,61013.3328,160
2,1,1,1,1,58,1,1,16,9,0,85115,4240,20760,1928,5200,2496,1944
3,1,1,1,2,47,1,1,11,6,0,31344,2080,2064.6668,1724,1588,5838.4,216
1,1,2,1,2,60,1,1,16,9,0,213318,8666.6668,34875.3332,1928,4360,20000,980
2,1,1,1,2,60,2,1,12,8,0,57134,6200,21548,1284,4760,52539.2,2272
2,1,2,1,1,44,1,1,14,9,0,126116,15600,18548,15128,4008,15600,10900
3,1,2,1,1,35,1,1,15,9,0,114482,3033.3332,6322.6668,513.3332,1000,1040,880
2,1,2,1,1,56,1,1,15,9,0,159882,4888,9741.3332,862.6668,1800,8544,2960
2,9,1,1,1,59,2,3,15,9,0,91887,7676,12124,3396,3492,61168,976
3,1,2,1,4,31,2,1,16,8,0,48668,3480,13160,7165.3332,2840,20416,1240
2,1,2,1,2,59,2,1,15,9,0,92484,3281.3332,3801.3332,684,1960,5338.6672,1060
3,1,2,2,1,50,1,1,12,9,0,92970,8012,25200,6520,4332,16720,9768
4,1,2,1,1,61,1,1,12,9,0,88668,4333.3332,2822.6668,616,1416,800,160
3,1,2,2,2,46,2,1,15,9,0,111929,3293.3332,2361.3332,1864,1828,7040,1184
2,1,2,1,1,28,2,1,15,9,0,77460,6760,22136,5468,2964,13920,416
3,1,2,1,2,57,1,1,13,9,0,112588.4,4506.6668,2716,760,1456,15253.3328,180
3,1,2,2,2,46,2,1,12,6,0,35373.6,2228,6176,2752,2412,21760,1512
2,1,2,1,1,31,1,1,15,9,0,83425.8,13936,26344,13760,4140,25760,6696
3,1,1,1,1,56,1,1,12,1,0,4800,1820,3135.3332,4488,1696,3882.6672,364
1,1,2,1,1,33,2,1,15,9,0,103032,1386.6668,8544,888,1776,9733.3328,624
1,1,2,1,1,63,2,1,13,9,0,85410.4,1872,4297.3332,3846.6668,1092,5466.6672,680
2,1,2,1,2,51,2,1,16,8,0,56418.4,5200,4564,1080,2800,17493.3328,732
1,1,1,1,1,59,1,1,15,9,0,87005.4,4160,11520,1020,2132,10666.6672,1120
3,1,2,1,2,63,2,1,14,7,0,42895,5980,10156,1708,5956,22400,168
3,1,2,2,1,47,2,1,14,9,0,67354,5720,10136,2132,6780,17200,2032
2,1,2,1,2,61,1,1,12,9,0,81454.8,5893.3332,8710.6668,2536,2576,8160,7788
2,1,2,2,1,30,2,1,15,9,0,86315,5960,8876,3440,3780,256,1260
1,9,1,1,2,31,1,5,13,9,0,69136.6,2946.6668,5489.3332,830.6668,1876,2222.4,200
1,1,2,1,2,59,1,1,13,9,0,85329,10560,39284,3540,7944,8800,3636
3,1,2,1,2,44,2,1,12,8,0,59501.2,2149.3332,2782,1604,1100,3952,2440
3,1,2,1,4,42,1,1,12,7,0,44995,4940,15928,5400,4756,25680,1112
4,9,1,1,4,52,2,3,13,8,0,52240,2080,5029.3332,19629.3332,1092,1678.4,232
4,1,2,1,1,29,1,1,14,9,0,90238.8,5720,6825.3332,1134.6668,1880,2240,3880
4,9,1,1,1,58,2,3,16,8,0,54138.2,7216,71316,3756,9416,33990.4,1416
1,1,2,2,1,55,2,1,13,9,0,136429,3880,20706,6768,5616,25632,2920
3,1,2,1,1,64,2,1,12,9,0,68648,5200,8993.3332,1208,2592,3200,560
4,1,2,1,1,57,1,1,12,9,0,94204.8,6292,18632,3080,2244,20208,1336
1,1,2,2,2,46,2,1,15,9,0,89066.8,6360,11680,10416,3944,91200,2064
3,1,1,1,4,35,1,1,16,9,0,74726,7280,24604,560,3576,160,2684
3,1,2,1,1,64,2,1,14,9,0,101064,1413.3332,3261.3332,1033.3332,968,400,432
1,1,2,1,1,54,1,1,14,9,0,103253,6933.3332,6682.6668,4497.3332,3164,20554.6672,2488
2,1,2,1,1,63,2,1,15,9,0,70233,1473.3332,4208,968,1236,10462.4,320
2,1,2,1,1,61,2,1,12,9,0,75522,12480,15752,6568,5424,23312,3744
3,1,1,1,1,61,1,1,12,8,0,45193,14040,19984,7984,4044,73248,1080
1,1,2,2,2,60,2,1,12,8,0,60961,3986.6668,11362.6668,1200,2448,8000,640
1,1,1,1,2,64,2,1,12,9,0,64690.8,5546.6668,12064,1693.3332,2520,2720,936
2,1,2,1,1,60,2,1,12,9,0,82774,3293.3332,3656,1520,1840,31728,272
2,1,1,1,2,63,2,1,13,9,0,74338,2160,5494.6668,736,1208,5033.0672,1784
2,1,2,1,1,62,1,1,13,9,0,79504.2,3033.3332,4148,504,1080,3813.3328,800
2,1,2,1,4,57,1,1,13,8,0,46988.4,5720,12460,3672,5740,58720,1456
1,9,1,1,4,44,1,4,12,5,0,22949,1126.6668,3984,464,640,2638.4,180
2,1,1,1,1,42,1,1,12,8,0,48219.2,3813.3332,21472,2706.6668,4896,25536,5340
4,1,2,1,2,58,1,1,15,9,0,129278.2,3660,5173.3332,1360,1840,7280,160
3,1,1,1,2,59,2,1,12,5,0,20858,953.3332,1140,320,980,1909.3328,264
2,1,2,1,2,58,2,1,11,9,0,89211.2,5720,8044,2557.3332,2604,5760,4932
2,1,2,1,1,57,1,1,12,9,0,95321.6,9400,26264,12864,3884,1040,1080
