region,fam_type,earncomp,bls_urbn,cutenure,age_ref,sex_ref,marital1,educ_ref,inclass,kids,inc,food,house,transport,utili,health,enter
4,8,1,1,1,42,2,5,15,9,0,68793,3900,20220,4892,1900,12480,640
1,8,1,1,4,33,2,3,12,7,0,38883,3900,7044,6624,1604,12240,924
4,8,1,1,4,63,1,5,12,5,0,23873.8,3020,7948,720,1208,17216,1200
3,8,1,1,2,44,1,3,16,9,0,75883.6,1733.3332,1666.6668,1060,1100,2080,316
3,8,1,1,2,56,2,1,12,6,0,27424,12233.3332,13129.3332,1298.6668,2796,25600,1040
3,8,1,1,4,50,2,5,16,8,0,46273,1248,2864,806.6668,444,1040,524
3,8,1,1,1,58,2,5,16,9,0,86790.8,2080,7308,200,780,7840,1748
3,8,1,1,4,31,2,3,13,6,0,29933,2157.3332,6750.6668,612,1680,6944,4068
2,8,1,1,1,50,1,5,15,9,0,87152.6,2426.6668,4992,1673.3332,1344,5418.6672,124
3,8,1,1,4,30,1,5,15,9,0,62307,1733.3332,6000,1560,640,4800,780
3,8,1,1,4,40,1,3,13,7,0,36718.8,4904,11736,4976,2876,3264,120
3,8,1,1,1,54,2,5,16,8,0,52904,953.3332,7032,1076,1760,1504,40
1,8,1,1,1,27,1,5,15,9,0,64564,3640,43100,8060,2388,1440,2028
3,8,1,1,2,63,2,3,13,3,0,10337,2340,3366,3788,1440,1200,884
4,8,1,1,4,31,1,5,12,9,0,62004.4,3033.3332,9232,526.6668,392,3712,3840
3,8,1,1,1,41,2,1,11,9,0,109359,9100,26436,3120,4852,12960,3800
2,8,1,1,1,52,1,5,14,9,0,65138.2,7020,27260,60440,5292,20800,4160
3,8,1,1,4,36,1,5,15,8,0,48177,3778.6668,3712,2001.3332,876,3834.6672,348
3,8,1,1,4,59,1,3,11,4,0,18003,1906.6668,6608,1298.6668,672,3157.3328,600
3,8,1,1,1,55,2,4,13,9,0,60745,485.3332,6238.6668,1084,1080,1600,140
3,8,1,1,1,53,2,5,15,9,0,89811,7800,12404,14000,2928,3360,1440
2,8,1,1,4,42,1,5,16,9,0,65201.2,1092,4494.6668,3332,672,4512,616
3,8,1,1,4,47,1,5,13,5,0,20286,1213.3332,2401.3332,1160,572,1678.4,364
3,8,1,1,2,57,1,3,12,9,0,103150.8,1213.3332,2080,400,1600,3466.6672,500
3,8,1,1,4,56,2,3,12,6,0,34217.4,4836,8196,2576,2352,3840,1152
1,8,1,1,4,30,1,1,15,8,0,47617,6586.6668,4654.6668,1506.6668,208,1840,756
2,8,1,1,1,38,1,5,13,9,0,99838,6517.3332,15900,14045.3332,2616,6656,2528
2,8,1,1,4,29,1,5,15,6,0,30184,780,2830.6668,200,332,4336,312
3,8,1,1,2,56,2,2,12,3,0,13928,1073.3332,1164.6668,429.3332,712,1088,2424
3,8,1,1,2,51,1,5,16,9,0,72319,6066.6668,5557.3332,3212,1916,10720,632
3,8,1,1,1,47,2,5,16,9,0,64761.8,520,2906.6668,200,896,40874.6672,464
4,8,1,1,4,27,1,5,15,8,0,40328,2622.6668,23632,11420,1200,6976,468
1,8,1,1,2,48,1,3,15,6,0,32628,4420,7560,5200,3100,1680,9528
4,8,1,1,4,50,1,5,13,6,0,28635,3484,17644,2900,1444,11440,1100
2,8,1,1,1,39,2,3,13,4,0,15851.4,4980,9484,3856,2512,96,1120
4,8,1,1,2,54,2,3,12,6,0,33650,5720,2109.3332,872,1520,5120,2164
2,8,1,1,2,59,2,5,16,8,0,46332,1560,4492,3400,3592,19952,1260
3,8,1,1,2,61,2,2,13,5,0,22266,970.6668,1766.6668,1580,1400,7712,1680
4,8,1,1,4,42,1,5,15,7,0,41971,5824,18932,2608,2216,8736,3012
3,8,1,1,4,39,1,3,15,8,0,44108,5546.6668,7908,3438.6668,860,14400,880
4,8,1,1,1,59,1,1,14,8,0,49021.6,3813.3332,8161.3332,1600,1648,800,2240
4,8,1,1,4,30,1,5,15,9,0,57576.4,2669.3332,21152,733.3332,476,5333.3328,572
3,8,1,1,4,46,1,3,15,8,0,42217,1456,4312,1200,712,5834.6672,760
3,8,1,1,1,45,1,5,16,9,0,86061,2770.6668,18666.6668,2261.3332,3288,20080,3628
3,8,1,1,1,31,2,5,16,7,0,36475,2912,5324,296,1636,1744,1172
3,8,1,1,2,52,1,3,14,8,0,54760.2,4940,17720,5100,3000,55088,2300
3,8,1,1,1,54,2,3,14,9,0,78684,1560,3310,2696,1256,6330.6672,864
1,8,1,1,1,45,2,3,14,9,0,60108,11920,14248,9408,3220,13328,1680
2,8,1,2,2,37,1,5,14,8,0,57277,5200,2994.6668,3712,1816,8192,664
2,8,1,1,4,30,2,4,13,7,0,37979.4,728,6132,5101.3332,2292,2240,324
3,8,1,1,1,49,1,3,16,9,0,65512,2860,14054,3208,6200,1360,2040
4,8,1,1,4,54,1,3,12,8,0,53652,6040,10164,21304,864,960,560
3,8,1,1,4,59,1,1,15,9,0,66740.4,6180,11704,88948,1912,9600,768
2,8,1,1,4,31,1,5,15,9,0,70091,1533.3332,5129.3332,688,224,3674.6672,324
2,8,1,1,2,59,1,2,12,8,0,47148,1040,2786.6668,240,1432,2720,820
1,8,1,1,4,30,2,3,15,8,0,45338,3640,11021.3332,1730.6668,520,16128,2532
4,8,1,1,4,48,1,1,12,5,0,23366.8,7260,9680,2320,3132,3856,2640
1,8,1,1,1,40,1,3,15,8,0,56033.4,4680,18824,1653.3332,3840,13866.6672,2000
3,8,1,1,1,44,1,3,15,9,0,158814.2,9620,18644,2668,6256,21040,1552
3,8,1,2,2,40,1,5,14,8,0,51608,3466.6668,3690.6668,2944,3064,8181.3328,800
2,8,1,1,1,36,1,3,15,8,0,46609.2,6760,21040,3588,5832,7120,2112
4,8,1,1,2,31,2,5,15,5,0,24715,918.6668,1829.3332,200,468,1322.6672,32
3,8,1,1,2,55,2,5,16,7,0,37895.2,4320,17858.6668,2224,652,3232,1640
4,8,1,1,1,62,1,5,16,9,0,81648,1300,3597.3332,533.3332,1040,2048,412
3,8,1,1,4,50,1,1,15,5,0,26081.6,5026.6668,1126.6668,1600,680,1040,180
1,8,1,1,4,49,2,5,15,8,0,42982.4,3900,31364,2348,16164,22240,2460
4,8,1,1,2,55,1,5,13,5,0,24712,4506.6668,4992,440,1952,12016,9240
4,8,1,1,4,61,2,3,12,6,0,30224,3120,10692,4240,3492,2880,480
3,8,1,1,2,57,1,3,13,7,0,36264,4506.6668,4040,1264,1884,480,40
4,8,1,1,4,51,1,5,13,9,0,59482,1178.6668,6168,452,432,1600,324
2,8,1,1,1,45,2,5,15,9,0,75345,1906.6668,2866.6668,125.3332,1236,3360,1464
4,8,1,1,4,43,1,5,12,4,0,19754,2600,10188,240,924,256,680
4,8,1,1,1,51,2,3,15,9,0,65373.4,3466.6668,13961.3332,4512,1040,6848,2744
1,8,1,1,4,58,1,4,12,6,0,27922,1126.6668,4422.6668,320,600,4853.3328,440
4,8,1,1,4,28,1,5,15,5,0,25976.2,3466.6668,5680,2293.3332,480,5258.6672,940
4,8,1,1,4,28,1,5,16,8,0,45047.2,2773.3332,6408,1218.6668,1472,5056,592
2,8,1,1,4,29,1,5,16,8,0,47883.4,1413.3332,3216,3544,460,2709.3328,552
4,8,1,1,2,63,2,3,13,5,0,21804.4,2426.6668,3584,736,1756,7637.3328,436
3,8,1,1,4,30,1,5,16,8,0,49881.6,2149.3332,6736,582.6668,124,19621.3328,200
3,8,1,1,1,63,2,5,15,9,0,68517,5280,5740,1464,2240,5920,6936
3,8,1,1,1,58,2,1,11,6,0,34581.2,18893.3332,22354.6668,2696,5208,34666.6672,2264
3,8,1,1,1,62,1,3,12,6,0,34694,2080,3052,2102.6668,820,6064,960
3,8,1,1,2,30,1,5,13,2,0,8485,2045.3332,2912,480,2704,128,60
4,8,1,1,4,34,1,5,16,9,0,63192,11180,19156,4480,1440,6464,1360
4,8,1,1,4,59,1,5,12,1,0,2354.8,1040,680,2800,680,9706.6672,1040
4,8,1,1,4,61,1,3,12,6,0,35047,15080,4528,3528,608,17354.6672,464
3,8,1,1,4,59,1,5,11,4,0,14698.6,7800,5480,520,240,10400,400
3,8,1,1,1,49,1,5,16,8,0,44193,2773.3332,11078.6668,1000,3000,9344,1560
2,8,1,1,4,51,1,5,13,5,0,18865,485.3332,2612,380,352,3189.3328,48
3,8,1,1,4,50,1,5,14,7,0,35176,1992,13408,7472,3140,6320,140
3,8,1,1,1,30,1,5,13,5,0,22606,10400,13092,9380,2920,2608,2920
2,8,1,1,4,60,1,5,15,6,0,26904,1416,10944,1420,1400,4320,52
1,8,1,1,1,36,1,5,16,1,0,2820,1300,3328,800,1620,3466.6672,200
2,8,1,1,4,53,1,3,15,7,0,36950,6604,10452,3672,1656,8608,1800
3,8,1,1,2,62,1,3,13,6,0,26688,3120,1728,160,1344,85106.1328,696
4,8,1,1,4,31,2,5,12,5,0,18875,8072,10264,7272,1820,23200,1248
3,8,1,1,4,29,1,5,12,8,0,45942,4628,9120,3764,1920,5760,108
4,8,1,1,2,53,2,2,15,6,0,27172,4160,12356,2968,3360,224,1456
3,8,1,1,1,61,2,3,16,9,0,102738,5120,15681.3332,2860,3308,18581.3328,560
4,8,1,1,4,60,2,3,15,5,0,20962.8,11700,16008,4520,2052,6432,1152
2,8,1,1,4,59,2,3,14,6,0,30579.6,1733.3332,9140,2632,1344,5344,692
2,8,1,1,1,64,2,3,14,6,0,31419.6,1092,2704,368,728,5248,348
3,8,1,1,1,37,2,3,16,8,0,43739,3880,15544,4380,3740,912,2816
1,8,1,1,4,60,2,5,12,9,0,60421,693.3332,4617.3332,300,740,2261.3328,464
3,8,1,1,1,28,1,1,15,9,0,94488,6500,17820,2400,5456,12000,1344
4,8,1,1,4,32,1,5,15,8,0,45685,2020,4757.3332,2656,228,2880,48
2,8,1,1,1,52,1,3,12,9,0,62760,2426.6668,2054,2492,1380,4069.3328,600
3,8,1,1,4,55,2,3,16,8,0,54437,2132,12880,6308,3464,11280,2028
4,8,1,1,4,47,1,3,14,9,0,83720,11613.3332,12168,10418.6668,1140,19136,3032
2,8,1,1,1,47,2,5,13,7,0,34865,1866.6668,5613.3332,1984,1180,8645.3328,1456
3,8,1,1,1,56,1,3,15,9,0,81436.6,12040,22036,9688,2380,1680,15648
1,8,1,1,1,31,1,5,15,8,0,50972.8,7632,11812,6324,4692,6240,1480
4,8,1,2,4,59,2,3,14,6,0,32872,2632,15580,3412,2200,12000,2064
1,8,1,1,4,29,2,5,14,7,0,36130,4680,13644,840,1708,10816,2060
2,8,1,1,2,64,2,5,16,2,0,9935.2,3085.3332,4360,1272,1924,20416,400
3,8,1,1,4,29,2,4,15,3,0,13634,6240,10796,3600,2580,22368,924
1,8,1,1,4,29,2,5,14,4,0,16652,586.6668,3476,320,940,1914.6672,1212
3,8,1,1,1,42,1,4,16,9,0,100521.6,13520,22156,11640,2760,32336,2080
1,8,1,1,4,52,2,4,11,4,0,17076.4,1594.6668,4268,928,796,10400,640
3,8,1,1,1,59,2,3,15,7,0,36124.6,2868,10688,4308,2056,18704,392
2,8,1,1,4,62,1,3,15,7,0,34299.4,1386.6668,9488,5113.3332,1624,3200,1360
3,8,1,1,1,46,2,3,16,9,0,65718,11220,21376,12120,5396,6192,3064
3,8,1,1,2,43,1,5,16,9,0,96282,8926.6668,1326.6668,15341.3332,656,592,1296
3,8,1,1,1,31,1,5,14,6,0,33617,6760,21880,1976,6860,15920,300
4,8,1,1,4,48,2,5,15,9,0,62520.4,6760,8008,820,808,2048,3556
4,8,1,1,4,37,1,5,13,5,0,24906,693.3332,10536,240,1736,6336,400
3,8,1,1,4,52,2,3,15,6,0,35109,658.6668,5496,512,1976,2560,360
3,8,1,1,4,63,1,5,16,8,0,51061,866.6668,7613.3332,3444,280,480,80
2,8,1,1,1,62,1,2,15,8,0,57271.2,9880,16680,2540,4296,32352,8908
2,8,1,1,4,27,2,5,14,4,0,16199,4680,9028,800,1000,6768,1440
1,8,1,1,4,43,2,3,15,8,0,53362,11266.6668,11225.3332,5760,772,3744,828
1,8,1,1,4,49,2,3,14,8,0,43411,3640,8692,4644,1552,12720,888
4,8,1,1,4,62,2,2,14,6,0,34373,3213.3332,10288,1980,1088,8256,740
2,8,1,2,2,51,1,3,14,3,0,12794,7644,11328,1200,8200,11456,856
3,8,1,1,1,32,1,5,15,9,0,77762,3300,31612,3768,3576,7568,4080
3,8,1,1,4,27,2,5,15,7,0,34624,745.3332,4360,1952,1280,2560,160
3,8,1,1,1,49,2,5,15,4,0,16305,2149.3332,4490.6668,725.3332,1252,4544,1032
2,8,1,1,1,36,1,5,15,9,0,78330,3453.3332,14329.3332,10594.6668,2336,4160,1600
4,8,1,1,4,51,2,3,15,5,0,23462,693.3332,2238.6668,578.6668,268,7146.6672,48
2,8,1,1,1,51,2,3,13,5,0,17464,5720,11852,900,4496,5035.2,1760
1,8,1,1,4,45,2,3,16,4,0,15248,5980,10208,1904,852,7056,104
3,8,1,1,4,28,2,5,13,5,0,22064,606.6668,3084,600,452,560,192
2,8,1,1,1,53,1,3,13,8,0,51338.6,2946.6668,2825.3332,1693.3332,888,7626.6672,3512
3,8,1,1,1,55,1,3,14,9,0,55682,3120,14996,3480,2812,7488,720
2,8,1,1,2,49,2,3,16,9,0,111535,4744,2437.3332,1073.3332,632,640,964
3,8,1,1,4,27,1,5,15,9,0,78586,3466.6668,3848,320,828,4160,144
3,8,1,1,1,34,1,5,15,9,0,62745,3900,21352,8816,2052,10400,2320
3,8,1,1,4,38,2,5,15,5,0,22802.2,806.6668,3772,1580,360,9600,844
4,8,1,1,4,45,2,3,15,8,0,51992,1926.6668,6092,9632,876,1248,404
4,8,1,1,1,33,2,3,15,9,0,59996,1040,4340,940,816,1562.6672,820
3,8,1,1,4,62,2,3,16,9,0,84438.2,2285.3332,32776,133120,1380,13866.6672,600
4,8,1,1,1,49,1,3,14,9,0,56840,3986.6668,3056,14457.3332,1776,3008,1304
1,8,1,1,4,36,1,1,12,3,0,11848.2,3813.3332,11160,4725.3332,1160,7968,224
3,8,1,1,1,59,2,5,13,7,0,38657,6500,23048,3600,2888,33280,2252
2,8,1,1,2,57,2,3,15,9,0,116260,2686.6668,5882.6668,524,1216,5477.3328,648
3,8,1,1,4,30,2,5,15,6,0,28638,4333.3332,9348,1280,1196,1802.6672,4476
1,8,1,1,2,58,1,5,15,7,0,39974,2601.3332,7028,3213.3332,1580,1088,452
1,8,1,1,1,45,1,5,15,8,0,44000,6666.6668,9262.6668,626.6668,2584,13120,780
2,8,1,1,2,63,2,3,12,5,0,26611,3640,3816,2216,3136,12192,540
1,8,1,1,1,49,1,3,12,9,0,97877.6,6586.6668,22969.3332,1816,944,4800,36
2,8,1,1,4,28,1,5,13,7,0,37128,2756,7440,2372,320,4784,2540
2,8,1,1,2,47,1,3,15,9,0,59872.4,7020,5716,4232,2260,9360,228
3,8,1,1,4,27,2,5,15,4,0,15741,2600,4480,420,580,3466.6672,260
4,8,1,1,4,48,1,3,14,9,0,64894,2166.6668,17932,1412,720,3813.3328,4076
1,8,1,1,4,34,2,3,15,8,0,45930.8,4368,15560,1706.6668,3160,2560,720
1,8,1,1,1,60,2,3,13,8,0,53540,5720,20768,4196,5636,23200,516
2,8,1,1,4,28,2,5,15,5,0,25276,953.3332,3600,400,300,16,1836
3,8,1,1,4,40,2,5,15,7,0,38968.6,1646.6668,5060,3348,1620,4160,528
2,8,1,1,4,30,2,5,15,8,0,48511,1560,3916,492,468,869.3328,252
3,8,1,1,1,55,2,5,15,8,0,58446,5200,17484,1440,4420,16944,2700
4,8,1,1,4,30,2,5,15,7,0,35402,5200,13356,2972,1356,15088,1068
4,8,1,1,1,49,1,4,15,9,0,74364,1906.6668,4362.6668,1440,520,5440,224
3,8,1,2,2,50,2,2,13,7,0,40204,4200,2876,8408,1820,960,1980
4,8,1,1,2,48,1,3,12,7,0,41498,3380,7020,1584,1848,6960,1284
3,8,1,1,4,62,2,3,12,5,0,18997.6,554.6668,3376,1200,460,1733.3328,520
4,8,1,1,1,38,1,3,15,9,0,79970,8632,16424,3760,2584,37520,8144
4,8,1,1,4,28,2,3,12,5,0,25395,4420,11256,4080,1056,5280,860
4,8,1,1,4,33,2,5,15,5,0,23011,1386.6668,8540,1160,280,12880,1484
3,8,1,1,4,34,1,5,15,8,0,53512,9100,18000,924,2028,122624,2052
2,8,1,1,4,60,2,3,12,5,0,22737.2,901.3332,3064,960,704,1712,420
4,8,1,1,4,35,1,5,13,5,0,22716,8320,7920,2880,1360,640,2816
4,8,1,1,4,50,2,4,16,9,0,142601,15360,78981,4208,4580,125024,5200
2,8,1,1,1,59,1,5,11,7,0,38462,1906.6668,15069.3332,2833.3332,2884,9488,480
3,8,1,2,2,61,1,5,11,4,0,14504,2860,2920,2040,2400,192,840
3,8,1,1,4,53,1,5,15,5,0,19027,2946.6668,6840,2037.3332,2312,2506.6672,2632
1,8,1,1,1,47,1,5,12,8,0,49353,8320,9372,3600,3732,4853.3328,1712
3,8,1,1,4,35,2,4,11,4,0,16553.8,3120,10180,4976,756,640,1152
2,8,1,1,2,59,2,2,15,8,0,49149,2426.6668,2090.6668,968,844,8826.6672,716
2,8,1,1,1,55,1,3,13,8,0,47286,8944,10040,1260,2076,4128,2388
3,8,1,1,4,53,2,5,13,6,0,27726,2946.6668,8544,1916,1144,1440,392
2,8,1,1,4,27,1,5,16,9,0,64025,9028,15796,2668,3360,4800,7116
3,8,1,1,1,56,2,3,13,1,0,915,2080,5952,1812,3420,7808,2760
4,8,1,1,1,49,1,5,16,9,0,89454.8,6640,14281.6668,1260,1008,2080,9924
3,8,1,1,4,44,1,5,15,8,0,51119.8,5026.6668,8040,5148,1028,6272,848
2,8,1,2,2,61,1,3,14,5,0,19188,5720,8028,74576,6104,5200,1140
4,8,1,1,1,62,2,2,16,9,0,90461.4,4506.6668,25934.6668,1012,2092,7360,612
3,8,1,1,4,57,1,4,16,9,0,73804.6,9760,19416,10617.3332,3604,14005.3328,12820
1,8,1,1,4,64,2,3,16,8,0,45269,1772,12424,4360,772,25824,156
2,8,1,1,1,52,2,3,13,8,0,44104,1681.3332,5424,4378.6668,956,1285.3328,332
2,8,1,1,2,55,1,3,13,8,0,48022,1646.6668,2544,480,780,2080,220
2,8,1,1,4,64,1,5,12,5,0,21381,4976,7032,688,1680,8288,8
3,8,1,1,1,58,2,1,15,9,0,82308,4965.3332,8834.6668,5824,2748,21120,3156
1,8,1,1,4,30,2,5,15,3,0,11788.4,7466.6668,8816,3184,1120,32160,1624
2,8,1,1,1,30,1,5,12,8,0,47772,4160,20092,3072,3084,29120,7148
2,8,1,1,4,62,2,3,12,5,0,22872.4,780,3716,432,1116,3056,704
3,8,1,2,1,45,2,3,14,6,0,30674.4,693.3332,1649.3332,600,764,1440,300
2,8,1,1,4,53,2,3,14,5,0,20783,2357.3332,6100,872,1868,6000,1616
3,8,1,1,1,54,2,3,14,3,0,12947,1300,5230,4540,2700,1008,720
3,8,1,1,1,61,2,3,15,9,0,59641,1716,7280,3888,2956,127872,1512
2,8,1,1,1,45,2,3,13,7,0,38403,3900,10730,2552,2216,10352,1984
4,8,1,1,4,28,1,5,15,4,0,16642.2,1248,5680,1732,480,480,808
2,8,1,1,1,36,2,5,16,9,0,64730,7200,12364,1796,2272,21904,6120
3,8,1,1,1,64,2,3,15,6,0,31908,3328,15248,5268,2620,32656,1908
3,8,1,1,4,29,2,5,16,6,0,27971,2600,5560,2160,900,6240,1060
1,8,1,1,4,46,1,3,13,9,0,71840.8,7540,16392,4248,2904,4896,2724
1,8,1,1,4,27,2,5,15,8,0,42582,1300,3220,880,320,960,220
3,8,1,1,4,51,2,3,16,9,0,93838,2226.6668,4932,3048,712,640,276
1,8,1,1,4,61,1,3,12,6,0,34654,2166.6668,4592,120,272,8576,292
3,8,1,1,1,55,1,3,13,9,0,68600.2,4506.6668,9365.3332,4080,3284,8640,2184
2,8,1,1,4,30,1,5,15,8,0,53664,4156,12120,1224,3660,10720,2784
3,8,1,1,4,59,1,3,12,6,0,30009,866.6668,2280,532,560,960,320
3,8,1,1,1,51,1,5,13,8,0,44323,2253.3332,3634.6668,1840,812,480,2400
4,8,1,1,4,43,1,5,12,6,0,29860.2,5996,7440,1792,2040,6240,1164
2,8,1,1,1,61,1,3,14,9,0,79670.6,12480,14076,6280,2620,19200,1008
1,8,1,2,4,29,2,5,12,6,0,33661,2773.3332,7592,2200,392,4096,520
4,8,1,1,1,60,1,3,15,5,0,25808,1664,6036,901.3332,3280,3356.8,248
4,8,1,1,4,60,1,3,15,6,0,32554,4680,6204,2980,408,14560,864
3,8,1,1,4,39,1,5,14,4,0,18273,3640,9792,1660,2068,6240,120
3,8,1,1,1,42,2,3,15,9,0,66449,1300,2860.6668,2800,1028,6186.6672,1736
4,8,1,1,4,58,2,3,13,6,0,32433,3204,8736,4152,936,13632,552
3,8,1,1,2,56,2,5,13,9,0,67149,3428,12032,3020,2588,4080,4240
4,8,1,1,2,61,1,5,14,5,0,20220,4333.3332,3117.3332,1788,712,16416,244
3,8,1,1,4,29,1,5,16,7,0,36508,3908,13184,4584,3408,2688,824
3,8,1,1,1,64,2,3,15,4,0,16518.2,3269.3332,5712,1920,2624,2080,776
3,8,1,1,1,42,2,3,15,9,0,70660,6453.3332,10626.6668,16812,1120,16992,7164
1,8,1,1,1,37,1,3,16,8,0,48232,346.6668,3528,118760,876,800,480
3,8,1,2,1,53,1,5,13,6,0,27815,5200,5712,7736,2404,1584,2152
4,8,1,1,1,64,2,5,12,9,0,59769.2,8666.6668,4689.3332,1860,1000,3840,1116
2,8,1,1,4,35,2,5,15,9,0,57351,8896,12612,94536,2820,6112,1728
4,8,1,1,1,57,1,3,13,8,0,53613,2946.6668,7741.3332,2144,2180,640,208
1,8,1,1,4,59,2,3,12,5,0,18487,1820,3168,480,164,8928,240
2,8,1,1,2,56,1,5,16,7,0,42007.8,2600,3613.3332,1968,2080,2432,480
2,8,1,1,1,32,1,5,13,8,0,46703,6586.6668,9929.3332,7580,5584,20416,888
2,8,1,1,4,54,1,5,16,9,0,77401.2,1969.3332,2432,2764,412,2560,185.3332
4,8,1,1,1,56,1,5,15,9,0,59273.4,4105.3332,5529.3332,6406.6668,264,2448,2612
2,8,1,1,1,56,1,5,13,5,0,20593,1022.6668,2904,233.3332,324,2357.3328,352
4,8,1,1,1,37,1,5,15,9,0,82331.2,4333.3332,36214.6668,2230.6668,1316,2400,19120
3,8,1,1,4,47,2,3,13,9,0,72151,2600,33804,2688,3188,7808,1268
2,8,1,1,4,38,1,5,11,7,0,38844.8,3053.3332,11400,4400,3400,13450.6672,480
3,8,1,1,4,44,2,3,13,5,0,18724,2640,7040,2508,1036,112,800
4,8,1,1,1,52,1,1,12,9,0,81353,2534.6668,9325.3332,1577.3332,1108,27296,496
4,8,1,1,4,52,2,5,15,8,0,47639,5200,26920,464,896,3466.6672,1248
3,8,1,1,1,56,2,5,16,8,0,47857,1213.3332,4528,628,920,5264,584
2,8,1,1,1,59,2,3,13,8,0,48628,8480,13240,3296,2924,5184,7892
3,8,1,1,4,41,1,5,13,9,0,73333,5612,13864,360,1632,12000,1060
2,8,1,2,1,29,1,5,15,1,0,1830,866.6668,6109.3332,1533.3332,1800,7552,928
2,8,1,1,2,58,2,3,15,8,0,42222,3293.3332,4476,2048,1900,9760,2384
4,8,1,1,4,51,2,5,15,2,0,10314.2,866.6668,4537.3332,180,264,2814.4,464
2,8,1,1,4,32,1,5,12,4,0,16942,6240,11968,1900,1920,10080,4192
3,8,1,1,1,52,2,3,13,4,0,15395.6,5996,8756,1800,3900,2064,780
2,8,1,1,1,48,1,3,15,9,0,64061,4576,7844,1000,1296,698.6672,912
1,8,1,1,4,28,2,5,15,6,0,29815,433.3332,2412,320,412,2080,300
1,8,1,1,4,54,2,3,13,4,0,14702,3020,2728,1416,1424,288,372
3,8,1,1,1,59,1,3,12,7,0,35142.6,2253.3332,2044,2108,1448,8320,88
2,4,2,1,1,42,1,1,16,9,1,88342.8,7522.6668,13034.6668,2416,2200,5333.3328,936
3,4,2,1,1,38,2,1,14,8,1,59568.8,7973.3332,8480,1600,1888,25600,1520
4,5,2,1,1,42,2,1,16,9,1,201227,10400,40177.3332,3285.3332,3700,14346.6672,3320
3,4,2,1,1,40,1,1,11,9,1,81419,9888,14606,11056,4216,47040,1800
3,5,2,1,1,51,2,1,14,5,1,32875,3120,4368,776,1792,2688,240
3,4,2,1,1,53,1,1,13,9,1,146758.6,10020,32268,17196,11040,107616,6984
3,9,1,1,2,32,1,3,12,8,1,60865,3986.6668,1940,936,1840,5063.4672,392
1,5,2,1,1,50,2,1,12,9,1,67420.2,5200,12062.6668,4992,3904,7349.3328,672
4,4,2,1,4,46,1,1,14,9,1,84329,5200,14160,4320,3120,16800,1464
3,4,2,1,2,53,2,1,13,9,1,66761,6864,8004,7940,4912,27680,1216
3,9,1,1,2,62,2,5,15,9,1,111521,11093.3332,9608,12924,7112,66364.8,760
4,4,2,1,1,48,1,1,16,9,1,159166,3426.6668,5029.3332,4952,2572,2912,200
3,9,1,2,4,47,1,5,11,7,1,47298.8,1993.3332,1488,2010.6668,688,784,400
1,9,1,1,4,40,2,5,13,5,1,33814,7080,15725.3332,1520,4272,3356.8,360
4,4,2,1,4,45,1,1,13,8,1,65174.4,9676,8728,4736,2936,4896,2748
2,4,2,1,1,39,2,1,12,6,1,36599,9192,15784,8940,4200,9600,7044
4,7,1,1,4,36,2,5,13,1,1,2175,5594.6668,10960,7220,1040,160,1000
4,4,2,1,1,44,1,1,11,8,1,49738.8,5432,11460,5800,2178.6668,16032,640
3,4,2,1,4,36,2,1,13,9,1,85656,7600,38160,7352,4568,19024,1080
3,4,2,1,2,45,1,1,11,6,1,34164,11925.3332,8674.6668,1760,2832,3072,304
3,4,2,1,2,49,2,1,16,9,1,158497,4420,5380,2400,2380,20176,6320
2,7,1,1,4,35,2,5,12,5,1,26481,2340,13264,5076,2504,6144,728
2,7,1,1,1,37,2,3,15,8,1,49075,2640,16612,2868,5844,8448,2924
2,7,1,1,4,32,2,5,13,5,1,28861,2426.6668,5809.3332,2412,2428,3626.6672,824
3,7,1,1,1,36,2,3,16,8,1,48113,4680,15212,800,2720,17280,2400
1,6,1,1,1,58,1,2,15,6,1,35858.8,1126.6668,5368,546.6668,916,17930.6672,32
3,7,1,1,1,32,2,2,13,3,1,17687,4680,13037.3332,1600,4504,490.6672,624
4,6,1,1,4,64,1,4,13,6,1,36013,3640,17196,4044,6456,8731.2,960
4,9,1,1,4,43,2,3,12,6,1,32350,1906.6668,761.3332,493.3332,408,5011.7328,204
3,7,1,1,1,29,2,5,15,7,1,39940,5892,13160,1912,4064,27152,1808
3,7,1,1,4,34,2,5,13,6,1,33042.2,2681.3332,15428,6562.6668,2504,2490.6672,1988
4,6,1,1,4,27,1,3,16,8,1,58954,10216,10804,1656,1624,2400,824
3,6,1,1,1,40,1,3,12,9,1,78415,6760,22972,9416,8136,22400,6752
3,7,1,1,4,42,2,3,13,6,1,31536.4,2301.3332,3116,400,976,3200,176
3,7,1,1,1,55,2,3,13,3,1,14610.6,6760,18460,3400,4512,6560,1988
3,7,1,1,1,28,2,4,15,7,1,38035,1092,4660,816,1088,9536,180
3,6,1,2,4,38,1,3,13,9,1,77473,18200,17204,872,6400,16368,6864
3,7,1,1,1,43,2,3,15,8,1,55893,3554.6668,14745.3332,3832,2080,6400,1032
3,6,1,1,2,42,1,5,11,7,1,39861,2920,2258.6668,1168,1160,11093.3328,1120
3,7,1,1,1,42,2,5,16,9,1,63010,8840,8284,3160,2780,12800,936
3,6,1,1,4,27,1,5,13,8,1,48536,2946.6668,3752,1092,924,2944,852
3,9,1,1,2,53,1,1,13,8,1,58372.2,3120,7845.3332,640,2180,4298.6672,224
